"","response_id","rating_chooses_appropriate_action","rating_commits_to_action","rating_gathers_information","rating_identifies_issues_opportunities","rating_interprets_information","rating_involves_others","rating_decision_making_final_score"
"198","QdLwvowNwbG",2.69372787076475,3.03968011464244,2.65617811449713,2.67032051692172,2.42827602045331,2.79873240093829,3.07826993278678
"199","kzfKamxKltO",2.91985148959955,3.22779352888567,2.81273283832073,2.63827344541055,2.53890104168709,2.80677251545432,3.52447156591034
"200","ouMTUUdayPW",2.90525584795741,3.21576286727827,2.80266318095611,2.64018954016496,2.53171367301644,2.80619229579485,3.49560431378324
"201","SwzuQbSKrCp",2.77681238315823,3.10082117960526,2.71116112545243,2.66945009574053,2.47227297127814,2.80606785488038,3.24695243438238
"202","bIoQbJsNSyc",2.7876436915251,3.11597180177855,2.72061493623007,2.65952200635043,2.47499345259754,2.80308080713909,3.26468119195612
"203","SaicrVgkcuA",2.79566608757167,3.11637931204239,2.72417409284826,2.66695080953544,2.48154971426479,2.80680762228729,3.28423077343863
"204","OYGdxHPzVGn",2.69630790756508,3.01750124633819,2.65021973802804,2.7032060694505,2.43975344152635,2.8121838642062,3.09779877376765
"205","gyWFbpMAytk",2.75419470512919,3.07956742906623,2.69472576823774,2.6759881473562,2.46223168402995,2.80660262861563,3.20376879932557
"206","ZcTZqOTaklG",2.62808801561063,2.96667627647148,2.60487548515934,2.70477186557475,2.40388943905639,2.8065027508207,2.95966474852628
"207","YBQfhukKtba",2.68877354238759,3.01292543570724,2.64554210466198,2.70196090673447,2.43535688008008,2.8109866648608,3.08192718833043
"208","ZFCMaikNAuU",2.81849316185894,3.14900401275111,2.74431923691568,2.64507774852281,2.48699144416095,2.8001308906666,3.32118199312658
"209","UijRZzoFyQl",2.67274163097432,3.00646323751964,2.63663135369184,2.69483549776189,2.42462665150807,2.80664088168781,3.04621157222917
"210","lWgHoETjGQo",2.69183237544708,3.02181086470512,2.64967863047516,2.69285992056986,2.4341905709471,2.80761299160473,3.08419963622496
"211","JMXvJzzHvFG",2.65725833779523,2.99416236479994,2.62609621345194,2.69623734847182,2.41680839241271,2.80577194193671,3.01531484005416
"212","HiVYWBTnfOb",2.68882158370905,3.01592266276991,2.64651689615271,2.69791168775095,2.43413850156096,2.8093642063726,3.08026676299861
"213","AWiwTCbmGBZ",2.73245474449766,3.05617606009739,2.67798504438305,2.68632192218818,2.45382410808741,2.80874364194565,3.16401925584912
"214","GveqTTEzoiH",2.74175764513398,3.05449639922722,2.68142707919838,2.69787844210054,2.46233066393985,2.81424734273396,3.1879666729705
"215","TrkSOhTKxBe",2.84260902715224,3.1519550868542,2.75556784753502,2.66504979162197,2.50597515883249,2.81038596849424,3.37892488284604
"216","giHiHEOKNCV",2.78510964372534,3.105444950345,2.71618015083742,2.67138911939635,2.47728913835256,2.80761440137795,3.26467763600089
"217","EIYedapWeFW",2.73941150750036,3.07879424362414,2.68816008081822,2.66232920154521,2.45015953580917,2.7997472935374,3.16775719098005
"218","wjoSUDLnvtR",2.68996183148768,3.01879728157142,2.64791954813287,2.69511729787252,2.43388751020329,2.8083469425016,3.08137360992447
"219","OwcdcoAjRZV",2.70135804032897,3.03600359186297,2.65826933092329,2.68294152487196,2.43621843173153,2.80450906885438,3.09927587828607
"220","ekuagMkLvMY",2.76319936693795,3.07941415258658,2.69852628097822,2.68516130525957,2.46984714920839,2.8111211515075,3.22607449874699
"221","GbpJPzXFwNA",2.79541041435801,3.14682967757451,2.73375956101151,2.62507235785821,2.46854789163375,2.78995797599996,3.26552681283161
"222","vxjuoBzTDaJ",2.79710630479671,3.11063026662301,2.72295938035684,2.676243088206,2.48517171857403,2.81067430772528,3.29119605673176
"223","TDlFwgYBuLn",2.73660334945282,3.0583446036512,2.68044890919389,2.68748734903295,2.45639236579229,2.80959562792691,3.17296687185461
"224","EkoUilnExen",2.77315804672336,3.09533202924119,2.70785133837048,2.67331576900929,2.47151366147669,2.80728299201058,3.24119507122405
"225","tozbviuBtxe",2.62469767101108,2.9601828984436,2.60135882409475,2.71027305090143,2.4037732250884,2.80839942560937,2.95515469915133
"226","dvdoQRwqnEo",2.70455127921232,3.03091486464377,2.65801423170909,2.69307622064781,2.44103318273032,2.80887637356073,3.11017399099712
"227","VGaTTXUkVWJ",2.75553277872312,3.07964472869769,2.69532237852667,2.67721446056736,2.4633212996529,2.80721910835116,3.20702398058949
"228","AFdkXlTuwOy",2.76217070208278,3.1408524225661,2.71764721524139,2.6001546547498,2.44318395710834,2.77687188229572,3.18707129454726
"229","FHHnlzmqqVi",2.83295248559217,3.14444778315242,2.74904969976911,2.66569930767976,2.50103005044989,2.80975371883899,3.3595577647228
"230","IEDHXaRLvgD",2.84360288761272,3.15318305836279,2.75638366359953,2.66436055592357,2.5062929086888,2.81020097654837,3.38064792333558
"231","hQvxVlIsDwF",2.78551746133091,3.09878399146876,2.71423377387508,2.68090023654133,2.48042834837252,2.81147351694384,3.26963721177212
"232","MBkweGKnvEW",2.83621948017372,3.14828803412376,2.75166893067015,2.66370201031285,2.50215698840851,2.80925343257005,3.36533821728725
"233","FvvIhZbqdiv",2.71919563278607,3.04293062619144,2.66809996858073,2.6912289834454,2.44826765725942,2.80948876469607,3.13917026030805
"234","FIWZttdiraM",2.85636094215833,3.16162987395315,2.76452676717468,2.66551416259153,2.51344433143286,2.81184457255126,3.40710892274926
"235","XdAvLFdgwOB",2.78115927505649,3.10416456980357,2.71408380071222,2.66920695662843,2.47451413900458,2.80637224598643,3.25569192237777
"236","kZKIxloCpPS",2.90122262295807,3.20575900742556,2.79775403694843,2.64984940591695,2.53253255729461,2.80970038709678,3.49159183905016
"237","GmdpFdIWuLl",2.69217927115583,3.02576844566766,2.65108693295462,2.6877954444613,2.43281951069425,2.80561026486015,3.08270649317513
"238","fPdSHqYrGBd",2.75235953016948,3.07285106989742,2.69180291852336,2.68334221986241,2.46351323816736,2.80938761012339,3.20322773824924
"239","LuEwtcUYsmO",2.69131728449,3.02367959485478,2.65005340422568,2.68979272691802,2.432973867432,2.80633300419881,3.08181974640247
"240","mJWcEzUgqFj",2.87793567637574,3.17917164182404,2.7793344686615,2.66301199099585,2.52416985204181,2.81283487119777,3.44992276285027
"241","wqCLqXnjyiw",2.73527218492698,3.05772274674801,2.67968187667894,2.68701229268707,2.45553722702359,2.80928162855468,3.17005194656435
"242","WcCrEGWWhMM",2.6960592329815,3.03616875751164,2.6560567820937,2.67744108613064,2.4317056162398,2.80180896254757,3.08610555764818
"243","TSuVYRxwmjl",2.71420392592291,3.0450544973376,2.66664231017517,2.68335680542013,2.44318982414628,2.80586414312775,3.12559501355838
"244","efVkJvlvxmV",2.77700663781034,3.09822225561271,2.71041672206041,2.67319604884694,2.47352726887816,2.80759087863568,3.24897420506282
"245","YMrRpuMDYpV",2.73296270863287,3.05716352870504,2.67851657836505,2.68547775784363,2.45383539423947,2.80845145793235,3.16468632369833
"246","PnvkLczwyEG",3.09110157857733,3.37499533291029,2.93280481969987,2.60752672043425,2.62069095901552,2.81025937913117,3.85958110456917
"247","SFlmJCqhqGV",2.73951959814398,3.06236201019322,2.68297460589424,2.68489874199836,2.45715078122936,2.80882532084755,3.17777687839836
"248","KrdetuwkTRd",2.81031980962565,3.11497687349962,2.72999175860235,2.68345482571641,2.4944269256051,2.81479407840783,3.32121426062763
"249","wsJiKqVOUWY",2.77023210859904,3.08864503515566,2.70447155845596,2.67954390732645,2.47186819559361,2.80951470002614,3.23794564116121
"250","cnvNTkFJXoi",2.89281694902996,3.20444194111021,2.79374145296547,2.64328238317499,2.5260368495966,2.80628436705067,3.47163655036834
"251","PHAVZdCMoBf",2.76309851923032,3.09379612776461,2.7030620925079,2.66540156288222,2.46372296936307,2.80317271970123,3.21728956981246
"252","jwaqhzQUaaI",2.83051211732074,3.13399504777522,2.74467855751228,2.67755836096454,2.50337316912891,2.81429274000691,3.35974132838974
"253","TbgloApGinZ",2.90147477987595,3.21541588661786,2.80093637856267,2.63690000133847,2.52868867031713,2.80452087694029,3.48648226800871
"254","VHKUuXVbGZd",2.69936836361025,3.04240854519713,2.65945798791738,2.67220570062238,2.43186021959651,2.80001156911958,3.09056576363261
"255","JRMnoWLfueJ",2.8047598916732,3.11905024531321,2.72891188180716,2.67235216714515,2.48805392466024,2.80981895022194,3.30508013563146
"256","YVKltfGUpLT",2.79448382397384,3.10859296729568,2.72118968851571,2.67641742913447,2.48382811759347,2.8105017797989,3.28593552961674
"257","prlvCNaHuMb",2.65894738937217,2.9853282785356,2.62400565979846,2.70999440578526,2.42193460499648,2.8114555106285,3.02472506849076
"258","lknOAttGpTl",2.64868771529542,2.97987784950887,2.61788455108312,2.70723190471659,2.41561995351955,2.80939658610201,3.00264919038369
"259","mpEekORPIxI",2.72177756113836,3.04432692869613,2.6696482449894,2.69189048153493,2.44984643408784,2.80999336643979,3.14471119437341
"260","lrSwKyWdyqT",2.65991581439704,2.98944196027554,2.6257293528692,2.70533524635758,2.42101919117647,2.80967312310664,3.02467260325235
"261","vDjbJERygEu",2.68043742944791,3.01452949318728,2.64248928169871,2.69147011553632,2.42769279879239,2.80600058058884,3.06040973345144
"262","hJKvCErKYOl",2.88856922016809,3.19922967843493,2.79026615777564,2.64617887749422,2.52466365777491,2.80705521801119,3.46425093211926
"263","dZzRuMEgrky",2.7284710675207,3.05575685729484,2.67614863671136,2.68292942115144,2.45065953152047,2.80701211378427,3.15444023489228
"264","CUTGAEcAbJi",2.83289198448397,3.14932333607639,2.75057611144793,2.65897447458071,2.49893186080366,2.80704620748379,3.35651471957946
"265","IDuOkXJhMti",2.65642874440451,2.99406108047803,2.62570933205094,2.69554998461092,2.41615524854397,2.80541903574277,3.0133283277664
"266","mVXJgcFbLSF",2.75040944477247,3.07201602617032,2.69070343546473,2.68254247682337,2.46222861323816,2.80888590846139,3.19891245253305
"267","swGWTVwbPmZ",2.8685637377768,3.17744831194062,2.77477947998769,2.65603844531127,2.51703446508333,2.80916613985269,3.42782480478629
"268","uyMRdOBgXkL",2.77768560505982,3.09425023971432,2.70944235968973,2.67930144594161,2.47576465555114,2.8101067189638,3.25300674517983
"269","kZzVQfmhzFO",2.84892068143898,3.1664521009844,2.76288150139609,2.65151608477366,2.50518004264684,2.80553218935377,3.38589147714984
"270","ttbghnWUNHj",2.91671396801139,3.22218029324756,2.80960447307526,2.64282319658961,2.53862722942601,2.80831030707078,3.52006284621063
"271","QOxaumvjUPW",2.79339204674558,3.11135717683729,2.72160304244402,2.67155210638435,2.48175176812658,2.80844599448504,3.28160144641277
"272","vOodFpWUJYr",2.73141711890108,3.05559023584969,2.67735496593654,2.68608981281916,2.45319999250117,2.80855440607297,3.16180711195134
"273","TTxkTIGsbjw",2.77003692963077,3.08614122974902,2.70359096376216,2.68277217925323,2.47275597891711,2.81079370700475,3.23895021364594
"274","HWTwYjSiQND",2.69517310127667,3.02396811821509,2.65179354860618,2.69323658175608,2.43608610137903,2.80807333853376,3.09116089526365
"275","HbmERcAuSvQ",2.64796493930121,2.98353321093918,2.61873936989217,2.70151574737803,2.41347880672365,2.80703308296539,2.99869651695826
"276","jMtCaLMWqzk",2.70560435120961,3.03925094582249,2.66111843386826,2.68272953913514,2.43841558433673,2.80481667324793,3.10782423080112
"277","qVuWMqFDpzV",2.64015566955409,2.96549344947386,2.60965757828087,2.71840139881586,2.41450581009908,2.81309508538519,2.99013799514009
"278","IuwmKdScByW",2.76131033194423,3.0813244974785,2.69832697040761,2.68066954209065,2.46746081268862,2.80914171064983,3.22028035512418
"279","UEoUZcaHsrH",2.79371212167872,3.11881209762259,2.72411335987121,2.66168026414146,2.47888953285346,2.80450927496078,3.27796635939585
"280","XHhgaOLxZbk",2.82985550118218,3.14870044278613,2.74907975930704,2.65680328538951,2.49664711700914,2.80589299388615,3.34939334547293
"281","DIGgoNzrkhz",2.88264790685022,3.19790269948156,2.78731243227609,2.64209844690539,2.52025543924458,2.80486806432064,3.45043050646058
"282","uzuGEYJluHb",2.8473231960008,3.15744775214312,2.75933181085089,2.66223431757994,2.50762174312087,2.8096908148909,3.38729479278267
"283","sHfVGBLOYSR",2.77445334192499,3.08918312216302,2.70644736697385,2.68301037438531,2.47518205672985,2.8112979199344,3.24804015820092
"284","ONTllgUSgeF",2.83698018595468,3.15101689734254,2.75286293049164,2.66072904730259,2.50164893110321,2.80812931429998,3.36559523496597
"285","XYpREYUQFhF",2.700374127416,3.03039761953719,2.65606390279119,2.68962514457747,2.43774753491633,2.80710341493557,3.10017585389479
"286","yZdFNeNcRmV",2.76346817062156,3.08514363672998,2.70046533781554,2.67759700055163,2.46766650429305,2.80810681591511,3.22333702285676
"287","qHcTuHilush",2.83766980760031,3.15712626690057,2.75510282620777,2.65306436128213,2.49966164398036,2.80511357226124,3.36367045405427
"288","TWuvWZcpeYI",2.71984798186269,3.04592056083348,2.66933076779249,2.68779128738672,2.44755909942392,2.80816790236847,3.13900500554803
"289","JhdmylhlMfA",2.69326448331628,3.01805276496206,2.64909432710956,2.69942261566044,2.43696969102978,2.81038223011578,3.08996322735428
"290","HYLwFGvmAjm",2.82660039880108,3.140161735274,2.74496972119825,2.6652349475731,2.49750323600382,2.80897959042029,3.3464309066308
"291","uUGPEPHKOUd",2.81879079499631,3.14265225437701,2.74242420130928,2.65405652342886,2.489908409456,2.80376592897213,3.32568622126315
"292","VMJqxHnpLuW",2.7230074657997,3.04656632345467,2.67088698136385,2.69005365574176,2.44993738484267,2.80936912743411,3.14641625165251
"293","AYTYMtfycYY",2.74793165631574,3.0772395653919,2.69130729676267,2.67293569150694,2.45795720878257,2.80479688645856,3.18969935888367
"294","QFShDVQCxfn",2.77079164636526,3.09514096624266,2.70677891907051,2.67122132212693,2.46960948933737,2.80622259358083,3.23547050417342
"295","QAkZepqRluc",2.74054255792682,3.06684441043347,2.68483900378819,2.67978985134679,2.4561262581835,2.80686728390495,3.17764010624038
"296","GjXYepXXBqx",2.79313393017705,3.12564174376682,2.72604061192055,2.65176896326307,2.47553661223286,2.80047361359046,3.27248634600403
"297","oOnFCmrxoOb",2.7617446292501,3.08649895963438,2.70016006499538,2.67402866098817,2.46565202449307,2.80651369766843,3.21828057838092
"298","yasVApOiRoJ",2.77455050451305,3.11055194175977,2.71329228995591,2.65389711540361,2.46628984651829,2.7996097316108,3.23559682315648
"299","ExqHPWTdHjc",2.76668455142192,3.09548068916314,2.70513137885993,2.66666855646854,2.46602271173883,2.80401347633933,3.22513656275791
"300","YXOrYNxqtvr",2.87726143900747,3.2054916420854,2.78742598658671,2.62636285996171,2.51255154976825,2.79804755397113,3.43263769013729
"301","OydmqjPmGky",2.67051278718903,3.01677935919687,2.63896300623996,2.67851524811686,2.41842541130926,2.79987753929192,3.03459003033199
"302","rpUkaJgngzu",2.71177800740897,3.04191127033322,2.66460454040784,2.68523855430071,2.44247548240244,2.8063958022027,3.12147581192249
"303","hABNcWHwqip",2.86536886642521,3.18675169989951,2.77637574171457,2.64014091945754,2.51044842741299,2.80248328428077,3.41442113673697
"304","inAYQCPWFiQ",2.75543480984202,3.10805646803234,2.7043262059373,2.6382796825088,2.45130783118649,2.79156676373374,3.18991906650846
"305","DMJARNswKEp",2.81886864683184,3.14968499071019,2.74469655845523,2.64452066411791,2.48702034503578,2.79994179603672,3.32170414300337
"306","QOGpwtjjTra",2.87095480887934,3.19669921835746,2.78193070344328,2.63210371267717,2.51095527568286,2.79977077138633,3.42229764446224
"307","xpHrdpPVqOT",2.82817049500075,3.14667898226849,2.7477158618687,2.65788917916127,2.49608300883271,2.8061734260205,3.34643619086445
"308","oSWjUWOkQVj",2.55757614466147,2.91311017836359,2.55767873887523,2.70780309340866,2.36725455477218,2.80119841704824,2.81750329606479
"309","ElxynDDivbX",2.71300076861584,3.05529936220996,2.66938973648857,2.66815497339596,2.43787862432777,2.79964503472365,3.11654615883722
"310","cbbdqzdUNdQ",2.82282584433032,3.1506477334168,2.7466946984853,2.64714381772424,2.48993446069876,2.80136176514714,3.33089523113443
"311","QpTFAYcxHRt",2.9793876975688,3.2881909433134,2.85741265734771,2.61497853193717,2.56346322873758,2.80292004067377,3.63550119227801
"312","pwjdYAFgnQW",2.77226763686218,3.09968996496121,2.70885818210281,2.66647236184283,2.46893689962998,2.80445107464084,3.23641184188231
"313","CIgZhVhiBdS",2.73952973277802,3.06754815026982,2.68463009743235,2.67781966760003,2.45498139612302,2.80598201549227,3.17472375056958
"314","tZlMHRPwxvO",2.76389389828083,3.09223081832063,2.70290373915498,2.66833300856394,2.46504729645278,2.80442409221468,3.22018084802962
"315","cUUrBpvMCcW",2.98446714514234,3.29028466371589,2.86025061662054,2.61717283963706,2.56684349065341,2.80427151351726,3.64678963002632
"316","onznQZSWfvF",2.81290010934974,3.14029530935724,2.73915564874312,2.65141448686977,2.48595840172013,2.80215952873641,3.31255267069278
"317","qNhmUDyYlnK",2.82237994719101,3.16790332883374,2.75199790922952,2.62311252009044,2.48231417350013,2.79166518398647,3.31955347654832
"318","KqLsoyXiQPU",2.75345463434503,3.07435735083307,2.69275062218643,2.682373333233,2.4637990144986,2.80909962440938,3.20503536448712
"319","VHrgKUcnuHJ",2.81100689757021,3.14929741206381,2.7412124209365,2.63722453042439,2.48059042784174,2.79628314461589,3.30253905113027
"320","rlfKbVvWSjV",2.75441330191649,3.09263784677547,2.69898056326667,2.65833921968111,2.45692616234816,2.79953183166358,3.19655039675743
"321","OIICScAuFRv",2.69532841094148,3.03369253530857,2.65495599262084,2.68009845062395,2.4321326384951,2.80280904329226,3.08577231385691
"322","mIWZxyjjmlb",2.79515477170265,3.12228319608607,2.72583518948573,2.65837154452449,2.47864164139009,2.80331333447839,3.27946521156965
"323","PdSbvrESSGA",2.74847234671987,3.09492035703187,2.69716762758297,2.64930526722119,2.45098569248983,2.79535262652342,3.18053917361265
"324","EtjqbuHmGjh",2.81748732911322,3.12732100439671,2.73698584445044,2.67371595557463,2.4952536063354,2.8115441613884,3.33157009671782
"325","IklzzoYvsfy",2.7536790948007,3.09393505602306,2.69907970886899,2.65583514518589,2.45576571943454,2.79845782738462,3.19396915676421
"326","mzVXGKBmTNt",2.82018930796409,3.14157819743201,2.74268008022325,2.65691684057811,2.49153221237441,2.80504451218155,3.32977387275018
"327","MCXsjBDxGBR",2.68474360578975,3.01239611383533,2.64365086230539,2.69867288342755,2.43219975502624,2.80929283500825,3.07229940271734
"328","ipbvpDOIpCz",2.90039831641485,3.21904149887612,2.80163053153722,2.6308724333459,2.5262634224831,2.80199953921375,3.48167469581207
"329","hfZpqjBwMWZ",2.9061944028757,3.22205273199406,2.80506695657229,2.63252592653818,2.52985933778877,2.80320001052022,3.49418652815391
"330","fIlhFwdkSYk",2.81689075294272,3.17278817463662,2.75120662185133,2.61097102354441,2.47565970688396,2.78627921149703,3.30311219445809
"331","GQaCVPMgmHg",2.78561099306144,3.1045299552887,2.71610315224518,2.67313893160601,2.47809380398977,2.80836381790675,3.26645755441912
"332","WFjKtEaktaQ",2.8900003777248,3.19743523446232,2.79030663534498,2.65005641920437,2.52661735724437,2.80874552303704,3.46884669000368
"333","dxEiNvJmSXL",2.69934315632997,3.0383664926736,2.65816030681678,2.67770586747197,2.43353651345528,2.80221910406747,3.0929026564707
"334","UTJbXAbPwHD",2.71339104209637,3.06259883754682,2.67188057179124,2.65856549510053,2.43514053415122,2.79582825711986,3.11317651493924
"335","OYkVtWfggCD",2.83486932116432,3.17590218503325,2.75988353627762,2.6246110056499,2.4894284044884,2.79342249354176,3.34561751167124
"336","oYezPprIGhi",2.86829501013385,3.18239819299745,2.77624054352076,2.64900473194264,2.51473044797154,2.80631526545371,3.42422394360558
"337","BAXqwLGcPxh",2.72174369348652,3.06087473566095,2.67490224496806,2.66923684337739,2.44286889601546,2.80088841570608,3.13480602055581
"338","trxDSsUmrsi",2.75803917537023,3.0885899199132,2.69924177587272,2.66748186322833,2.46166663359581,2.80354056585196,3.2078980834046
"339","fHJXqBHyYpl",2.90556389796276,3.22807713018846,2.80671547147806,2.62366327940511,2.52680070669608,2.79958084017092,3.48905539516596
"340","JpiLcwIOwHy",2.79709514615597,3.11995873189889,2.72592459967386,2.66348049112592,2.48124493651732,2.80554549717712,3.28563180318504
"341","TQvHpAdoumg",2.66126299411319,3.00103862787929,2.62999738312738,2.69082429371693,2.41727896381326,2.80396749917038,3.02111315795475
"342","RLRvTwznMAX",2.67117482457513,3.01565254794723,2.63888726070207,2.68071455716556,2.41945377691907,2.80082241880631,3.03689208946221
"343","iCMaAoBfMMy",2.76222652998055,3.09269662656491,2.70233927622351,2.66603650284636,2.46345346761946,2.8033471694884,3.21579093764376
"344","SGAfvueRCjW",2.76637893858429,3.09506354018123,2.70486792392197,2.66693455525166,2.46594161083444,2.80409208113448,3.22463019874265
"345","eJsHdnlLzJk",2.84319870218035,3.16028938625859,2.75847338948022,2.65424425991217,2.50296971487452,2.80609904713749,3.37543296830876
"346","RIiSHbdAznn",2.79064271360592,3.12387504952385,2.7244131879543,2.65170406843161,2.47418944762937,2.80021710682106,3.26738903880917
"347","IIogfrirxNr",2.71547297470914,3.05252169510406,2.66956220367591,2.674412831663,2.44111822041126,2.80238800264848,3.12429378194228
"348","fejkbTPvVxW",2.80800744428134,3.14523510769079,2.73863686139913,2.63979168475135,2.47978109351899,2.79703713610821,3.29755042498322
"349","kzWRHgnZDfH",2.80857669434432,3.13603641072951,2.7359515305341,2.65293244463562,2.48412138261778,2.80236950805227,3.3044144825845
"350","zYMRbQYoZiI",2.94541887792434,3.26010264611757,2.83394893660095,2.61955959878949,2.54677326164146,2.80161857276694,3.5683705169515
"351","qwsxbjNnblD",2.62678873666574,2.98066471668671,2.60877369795881,2.68435709212398,2.39692554523403,2.79818028668292,2.94815683469072
"352","vLsErgXronv",2.64922843270966,2.9991954857683,2.62426603074788,2.68136403244977,2.4079610782632,2.79905336293428,2.99251755520124
"353","kIDWkheTqts",2.82275504775352,3.14541607239395,2.74499878225725,2.65422473113165,2.49207209233307,2.8042001982582,3.33382572248944
"354","vKBWqwcsPxR",2.67081319559908,3.02774391334156,2.64258231092119,2.66382635682248,2.41407283781793,2.79400359832468,3.02882335248331
"355","BbUBjPSXzXD",2.82612032918758,3.1650603434776,2.75269170027269,2.63072206297645,2.48664466204204,2.79506853817341,3.3304684895767
"356","qVnAlGPLClN",2.71505208721568,3.03969140361189,2.66529738461241,2.6915321511641,2.44615326651138,2.8092273011703,3.13087060615715
"357","apmroCYABZx",2.64513005285317,2.99875453878266,2.62237366699397,2.67788707418715,2.40470944587686,2.79727729158479,2.98266846520752
"358","dCiawJjBmoJ",2.68393268640354,3.03307415923691,2.6498876702665,2.66959992920936,2.42283613447268,2.79753684439503,3.05802580207411
"359","ACsMxKxdwMM",2.90096037005825,3.21982622483403,2.80212063865709,2.63035924992437,2.52640520720366,2.80184534047552,3.48259553769134
"360","YNRSdPqZPSl",2.77894734158781,3.11060010635437,2.71518718445232,2.65820808266327,2.46995670437124,2.80174849931679,3.24641534272055
"361","ZLYUCDLBUOM",2.76043487200522,3.05991380459425,2.69113600929362,2.70906528799731,2.47571794543057,2.82046962417062,3.23082846425303
"362","OJJhKzWgCoS",2.78560852890455,3.11370276275044,2.71902253006809,2.6605977649077,2.47423968034884,2.80332477826617,3.2610071379784
"363","IvKpelHRdcy",2.72332501417864,3.05338937093356,2.67319504341502,2.68104303385586,2.44733838169951,2.80577819681691,3.14314996738832
"364","oTvVGxQtFbz",2.70770319921991,3.02947158699451,2.65890210485925,2.69818666051643,2.44428240327549,2.81122120208912,3.11880648497384
"365","OVrkzMfCGgF",2.7143439188997,3.04578440083849,2.66693454047277,2.68249842342123,2.4430007010234,2.80553221002677,3.12550716002709
"366","YOOapGcSQsm",2.81085779822012,3.14046131718825,2.73833545503384,2.64915455688628,2.48417605375827,2.8010626199107,3.30741570756598
"367","OTPYJsmAIZv",2.57903359950585,3.13179703494532,2.63647672038067,2.43023011239683,2.293412234331,2.69165944060241,2.74064214097734
"368","QqBWhdSXHyc",2.74273674472729,3.0790221956629,2.68965412840161,2.66532769168873,2.45285227471527,2.80125961078392,3.17582533773947
"369","fmRpZNiIpVc",2.66907818349786,3.00960998659782,2.63606716267104,2.68688731090515,2.42023311496577,2.80310858284854,3.03530606566883
"370","XvaqaNugIcB",2.74649272785419,3.07890983455736,2.69122396260986,2.66922015429813,2.45604913916914,2.80317095308705,3.18515813146859
"371","PhJiYDWplrB",2.75358611999197,3.09545614321069,2.69952424653661,2.6536633530146,2.45504898286673,2.79757664095025,3.19283697456641
"372","tXXleCWNKhp",2.78672705859501,3.11905885449983,2.72120594739885,2.65438972142516,2.47292839925545,2.80093396184319,3.26058757695926
"373","KlUdgSbxBje",2.69030309307938,3.02377251701696,2.64964944217119,2.68865613666514,2.4320843683278,2.80578253204923,3.0792625588032
"374","zHWNvjxTfFE",2.83754631459339,3.15984068270768,2.7559142489803,2.64923097660001,2.49841818544171,2.80356196542523,3.36175470624904
"375","wMyYJblicXl",2.74234061726231,3.08599912463927,2.69170610097631,2.65539629800501,2.44959017830722,2.797232717099,3.17070706407235
"376","UzwRZHYuchy",2.80916742755338,3.13540772593075,2.73600389699328,2.65437986341739,2.48488076945142,2.80300569627827,3.30624497949116
"377","jaHVIfyzJtR",2.86497251956895,3.17322885124041,2.77190091747829,2.65823135462854,2.51579488732256,2.80971502930734,3.42146955683834
"378","llZOMyPCWSx",2.78650994427673,3.10940895579909,2.71804080823831,2.66736446701217,2.47679874072412,2.80612689493372,3.26577945583589
"379","OVxLoVIrPZv",2.91380943786275,3.21967923505151,2.80756655960712,2.64335070556356,2.53724186084899,2.80825358654095,3.5143817512223
"380","meHPcpnEeXw",2.84932325066131,3.17977949518883,2.76729675693436,2.63369901890681,2.49992088041801,2.79841085467849,3.37897441588219
"381","GMbUPyHOJIT",2.87048674056751,3.19220370015469,2.78029933406604,2.63778289829397,2.51245062647393,2.80200926892783,3.42381113362122
"382","ExEDJpMWbpW",2.87661017863877,3.20190720552705,2.78600637572486,2.63061429057274,2.51351067754993,2.7996954606823,3.43315848554708
"383","djbLPHbeEAZ",2.70462095819089,3.03992024547729,2.66091114412142,2.68083573122706,2.43730986628567,2.80396481367317,3.10500092621342
"384","HIsQQJLKMKX",2.74419297354358,3.10974335708952,2.70005761621927,2.62478317998855,2.44117229402672,2.78510426518269,3.16118395661383
"385","JKlurotdpNM",2.72406216521764,3.04978818597992,2.67236361831393,2.68669944454043,2.44946883203226,2.80811902450595,3.14710594903825
"386","YEsdIHAxZXv",2.71050625688698,3.05533441594826,2.6683345430087,2.6656239098964,2.43577206483884,2.79839736163251,3.11037133075164
"387","eckfUlnhINk",2.68848418115406,3.04218402144269,2.65473373395953,2.66167801671258,2.42282728717685,2.79477497001966,3.06384747571692
"388","pKqbSYLJskD",2.62291353822767,2.98288443323006,2.60782383975115,2.67746532054546,2.3927437402337,2.79505284960999,2.93727915493844
"389","qBTBQEkZAis",2.76589953664316,3.08867094148459,2.70262771865443,2.67519566159912,2.46822412338539,2.80736689892477,3.22724170192546
"390","DfuqcvvSXId",2.69762750484664,3.05780829514773,2.66361676585791,2.64942217782243,2.42393335752168,2.79069653939214,3.07713080656886
"391","FeptQQQMNLM",2.70971734597673,3.05022874266811,2.66637175914707,2.67181776243737,2.43725459498526,2.80081296555975,3.11145543862235
"392","NdrGGDUmlRB",2.74555678850212,3.07703213229957,2.69022604589731,2.67085519274672,2.45605281054208,2.80374130890457,3.1839636185525
"393","DEiNZBaFJAd",2.78091289913046,3.11346808406121,2.71694052545981,2.65624432053124,2.47040058726829,2.80114130622412,3.24956219110329
"394","KJzSCCiqfsf",2.78603757311465,3.10833846141898,2.71749805586037,2.6683575537504,2.47685216810364,2.80648220553295,3.2652494750337
